Started phase 0, duration: 60s @ 10:39:14(-0800) 2019-03-08
house 9351787 '81578 Lebsack River' sold for 12295024
house 9544406 '064 Gloria Path' sold for 13460759
house 9225548 '5906 Jackie Plaza' sold for 9821517
house 9341735 '276 Kelley View' sold for 22127896
house 8987402 '47613 Lockman Alley' sold for 9713580
house 8708996 '306 Anne Cove' sold for 2239970
house 7995333 '315 Renner Crescent' sold for 21247480
house 9616251 '84767 Kilback Divide' sold for 24847012
house 8596400 '8593 Hattie Lakes' sold for 21627601
house 7471356 '6803 Estell Street' sold for 18916078
house 8044293 '4239 Ankunding Ferry' sold for 14174879
house 7958905 '613 Beer Mews' sold for 15710440
house 9298396 '335 Reymundo Spurs' sold for 25445287
house 8721679 '8408 Earline Loop' sold for 6539624
house 7979414 '80035 Mariane Spring' sold for 19436350
house 8121870 '29548 Johnathan Mount' sold for 28114719
house 7561348 '977 Breitenberg Meadows' sold for 4357861
house 8438214 '574 Lizzie Fields' sold for 10529515
house 8927305 '3455 Schiller Court' sold for 12354121
house 8826552 '346 Kareem Skyway' sold for 20354483
house 7935718 '6592 Hyatt Inlet' sold for 26674486
house 8274895 '1260 Labadie Manor' sold for 10901453
house 9794427 '22055 Candida Brooks' sold for 23611524
house 8145787 '11415 Dickinson Cliffs' sold for 24112812
house 8157776 '174 Arvel Way' sold for 10344394
house 7881864 '377 Daphnee Overpass' sold for 20878756
house 8667161 '173 Farrell Pass' sold for 23796402
house 8248547 '8808 Kristofer Trace' sold for 18506916
house 9521054 '35408 Jessie Mission' sold for 28434899
house 9185282 '898 Opal Turnpike' sold for 22416185
house 7449351 '22306 Robyn Mill' sold for 14869344
house 9109228 '3601 Kaylah Grove' sold for 26916915
house 7687021 '868 Jacobson Turnpike' sold for 28635321
house 7486513 '082 Alexandria Island' sold for 3193950
house 7603386 '82995 Mann Parkway' sold for 24398444
house 9128041 '01717 Bayer Falls' sold for 25629331
house 9957731 '471 Tyree Crossroad' sold for 20924015
house 9297117 '56358 Kamron Burg' sold for 12113686
house 7833963 '034 Sporer Knoll' sold for 12156463
house 9194757 '42705 Walter Route' sold for 26928481
house 9889769 '24227 Schultz Field' sold for 13284387
house 9787813 '5243 Langosh Parkways' sold for 24005861
house 7836103 '48251 Torp Ports' sold for 25621552
house 9718591 '97547 Reyna Path' sold for 18752454
house 7475669 '60797 Watson Mountain' sold for 16265867
house 8171553 '673 Torp Lock' sold for 8203261
house 8518886 '860 Hand Motorway' sold for 7884888
house 7918207 '4281 Jayce Light' sold for 2631277
house 9942605 '6045 Alison Trafficway' sold for 15595356
house 7999155 '777 Ressie Ridge' sold for 12684541
house 8947117 '127 Reinger Drive' sold for 11619634
house 9510846 '565 Kuhlman Trace' sold for 6467626
house 9251221 '4422 Davin Course' sold for 6766869
house 8073369 '46608 Flatley Estate' sold for 7036299
house 9237210 '884 Geraldine Landing' sold for 3633423
house 8739101 '4248 Harvey Springs' sold for 3258184
house 9725160 '808 Moriah Brook' sold for 4780488
house 9672414 '15674 Casimir Alley' sold for 18374946
house 9489828 '2146 Art Island' sold for 778305
house 9470616 '4807 Kraig Ridges' sold for 12049802
house 9610876 '103 Nicolas Bypass' sold for 27089645
house 9099144 '18713 Claud Ramp' sold for 7904139
house 8689272 '0684 Daniel Extensions' sold for 17873643
house 8051648 '6633 Nelda Passage' sold for 1846669
house 9087797 '99595 Kassandra Ferry' sold for 9685006
house 9976894 '3446 Cathrine Ford' sold for 17044057
house 7676505 '7733 Manley Stream' sold for 11882605
house 7439010 '0651 Cormier Parkway' sold for 19513977
house 7552180 '888 Yazmin Mission' sold for 5247126
house 8014389 '808 Mitchell Center' sold for 8614036
house 9413655 '329 Leffler Park' sold for 27674811
house 9884801 '76770 Shields Expressway' sold for 3319004
house 7471341 '763 Angeline Prairie' sold for 11039986
house 9597637 '1892 Melisa Causeway' sold for 17604604
house 9882408 '92187 Edwardo Mills' sold for 25124191
house 7577103 '45451 Schuppe Estates' sold for 3716190
house 9176045 '685 Ebert Inlet' sold for 24486359
house 8906509 '0228 Little Turnpike' sold for 28715842
house 9073967 '8844 Ines Square' sold for 26976722
house 8791436 '821 Adolf Green' sold for 14149452
house 8466854 '97794 Anderson Estates' sold for 12520495
house 9632429 '139 Johnson Brook' sold for 9344498
house 8012461 '419 Lemke Square' sold for 5074767
house 8942455 '98447 Dan Court' sold for 17097223
house 8442775 '6837 Legros Knoll' sold for 23983479
house 7681431 '603 Joanny Drive' sold for 24978736
house 8775319 '581 Weissnat Ferry' sold for 19403126
house 8639755 '7395 Andre Camp' sold for 23228870
house 9079462 '4817 Durgan Plaza' sold for 2759765
house 9433591 '139 Schroeder Inlet' sold for 12584086
house 7758739 '3303 Saul Drive' sold for 6312635
house 7428164 '863 Blick Streets' sold for 11436826
house 9386814 '257 Emmitt Mountains' sold for 12019246
house 8790391 '31466 Gulgowski Causeway' sold for 16210076
house 8826123 '44382 Ritchie Prairie' sold for 7881328
house 8016468 '5463 Effertz Glens' sold for 9456318
house 9966769 '27525 Israel Street' sold for 16061408
house 8388600 '597 Litzy Dale' sold for 19346557
house 8423862 '360 Maggio Port' sold for 5197860
house 7913791 '4737 Rippin Tunnel' sold for 4459055
house 8840679 '66113 Lueilwitz Rest' sold for 20473735
house 8374421 '8547 Blanda Turnpike' sold for 16134580
house 8793750 '628 Gaylord Crossing' sold for 22792622
house 9372419 '70617 Cronin Forks' sold for 20754177
house 8794778 '60648 Joel Mission' sold for 29159699
house 9760300 '553 Camron Harbor' sold for 7897676
house 9353114 '88788 Sterling Curve' sold for 23336648
house 8497499 '11343 Connor Wall' sold for 18020262
house 7837223 '440 Bahringer Terrace' sold for 22775331
house 8886225 '991 Tillman Road' sold for 20548642
house 8231845 '55457 Alison Island' sold for 27974346
house 8433291 '430 Cremin Walk' sold for 11179800
house 8772098 '365 Moore Vista' sold for 8068515
house 9918827 '186 Harvey Port' sold for 1981606
house 8402719 '24393 Schowalter Plaza' sold for 5114050
house 8949929 '76652 Amber Creek' sold for 4674940
house 9802070 '8070 Wisozk Isle' sold for 4634699
house 9066229 '0329 Will Mountain' sold for 12142999
house 7726359 '93596 Leannon Gateway' sold for 14916702
house 7934570 '4936 Hermann Path' sold for 10764701
house 8239928 '4902 Oda Pass' sold for 7219105
house 7553980 '11806 Mann Mission' sold for 23509159
house 8355138 '936 Stokes Extensions' sold for 28811966
house 7493775 '2774 Kertzmann Landing' sold for 18003963
house 9360339 '7881 Skiles Cliffs' sold for 1123787
house 9038109 '464 Orn Forge' sold for 23112392
house 8642317 '6662 Paucek Bridge' sold for 20284195
house 9214954 '5382 Aufderhar Manor' sold for 25681160
house 7502447 '3867 Kerluke Mountains' sold for 2238535
house 7832504 '7635 Melisa Track' sold for 1317588
house 9412493 '971 Jon Estate' sold for 2555880
house 8177078 '33433 Kimberly Parks' sold for 20587142
house 9239511 '98782 Keyshawn Ridges' sold for 2966027
house 8349741 '406 Johns Views' sold for 20240897
house 9853351 '3621 Sibyl Place' sold for 25851565
house 8535775 '628 Runte Ranch' sold for 24612475
house 8018785 '991 Carlos Lake' sold for 7858810
house 7759094 '97553 Kenyon Inlet' sold for 20339534
house 8458282 '6405 Shane Ranch' sold for 26821485
house 8039914 '40570 O'Reilly Station' sold for 10749462
house 7827923 '708 Annette Extensions' sold for 11535832
house 8998996 '6014 Kaylin Cape' sold for 25893148
house 9959730 '03748 Samantha Lakes' sold for 15205818
house 8786386 '27849 Bode Corners' sold for 9216604
house 7602095 '492 Hickle Squares' sold for 21186017
house 7488168 '2946 Catharine Curve' sold for 7426128
house 8232476 '3103 Maggio Tunnel' sold for 2692054
house 8401452 '148 Kayley Radial' sold for 25430509
house 9097352 '323 Marks Port' sold for 5190781
house 7530321 '601 Fern Courts' sold for 21760584
house 9880915 '867 Jast Drive' sold for 11779485
house 7450982 '7785 Schultz Lodge' sold for 6035656
house 7728939 '016 Ansley Island' sold for 17140220
house 9096254 '57028 Trace Radial' sold for 14695143
house 8685661 '36722 Lavinia Extension' sold for 29365350
house 7416240 '33139 Ralph Knolls' sold for 12266641
house 8842907 '03156 Collins Coves' sold for 13431159
house 8620135 '932 Becker Isle' sold for 12927934
house 9415870 '230 Murazik Cove' sold for 22883718
house 8079779 '2223 Lamar Gateway' sold for 17669269
house 8788325 '953 Windler Mews' sold for 12185081
house 8094005 '54670 Hazle Forge' sold for 23716265
house 8974882 '4238 Lavon Row' sold for 4174995
house 7899537 '028 Huel Pines' sold for 20330389
house 8064568 '5370 Aiyana Island' sold for 25899642
house 8592786 '491 Brando Estates' sold for 25831760
house 7534801 '01758 Zieme Underpass' sold for 2491571
house 9203837 '47063 Reynolds Loaf' sold for 10640925
house 9409960 '4133 Lonie Ridges' sold for 8826654
house 9864005 '37000 Eileen Park' sold for 7213209
house 8445331 '799 Herman Unions' sold for 23840589
house 8775324 '8038 Torphy Isle' sold for 5205885
house 8264645 '83174 Delta Forks' sold for 8800218
house 7834675 '15286 Bergnaum Crossing' sold for 9423499
house 7902006 '15639 Leora View' sold for 27632233
house 8017728 '7259 Kyleigh Via' sold for 23027960
house 9312289 '6093 Stephen Common' sold for 2023328
house 9104686 '055 Zieme Ways' sold for 14585346
house 9745786 '75007 Archibald Park' sold for 1013902
house 9099370 '5270 Farrell Gateway' sold for 24462108
house 7740077 '99833 Murazik Squares' sold for 11620237
house 9021771 '5374 Darwin Plain' sold for 2506296
house 9733836 '0822 Stroman Wall' sold for 24120267
house 7840056 '095 Herzog Plain' sold for 4588653
house 8200606 '5569 Sanford Drive' sold for 25380089
house 8420113 '13136 Arnaldo Via' sold for 23809435
house 8687203 '809 Josianne Ports' sold for 27530070
house 9030072 '5149 Predovic Point' sold for 15724378
house 8429347 '57773 Kutch Dale' sold for 29121807
house 9548401 '469 Farrell Tunnel' sold for 8158272
house 8694551 '3629 Gaylord Freeway' sold for 23284122
house 8616409 '341 Kiera Path' sold for 17828187
house 9857791 '0221 Lavon Plaza' sold for 18511630
house 7507254 '725 Rossie Lake' sold for 15228906
house 8436053 '02556 Altenwerth Ville' sold for 4123205
house 8764399 '08544 Angel Islands' sold for 28261080
house 9913967 '0648 Jermain Crescent' sold for 23413605
house 9535204 '670 Little Valley' sold for 21393088
house 8201994 '981 Vada Motorway' sold for 28822826
house 8476180 '4374 Barney Rapid' sold for 15545903
house 8273946 '9972 Koch Green' sold for 28341864
house 9611441 '96811 Christine Falls' sold for 16822597
house 9820300 '4888 Yolanda Gateway' sold for 7748140
house 8181212 '85362 Goodwin Park' sold for 2893758
house 9039194 '303 Vilma Courts' sold for 15140675
house 8279946 '82009 Carmine Cape' sold for 8652272
house 7596665 '5324 Otha Ports' sold for 10368166
house 9198744 '55749 Swaniawski Plains' sold for 16938703
house 7891184 '4931 Jalyn Wells' sold for 11214841
house 8009023 '896 Barton Overpass' sold for 18243035
house 9675888 '2839 Kameron Radial' sold for 19391664
house 9237532 '64510 Reinhold Place' sold for 13666407
house 8532905 '42773 Okuneva Passage' sold for 22417875
house 9978321 '6386 Windler Vista' sold for 10173088
house 9492251 '2586 Ondricka Villages' sold for 3765220
house 7498006 '73424 Stokes Station' sold for 11816802
house 8585815 '910 Claudine Pass' sold for 19275725
house 8094129 '019 Runolfsdottir Rue' sold for 27573940
house 8052241 '36441 Tabitha Ferry' sold for 16637352
house 9072840 '77347 Bailey Mills' sold for 26157966
house 8187313 '9582 Nikolaus Valley' sold for 6436164
house 8101521 '7054 Anne Spurs' sold for 17627779
house 9041133 '274 Judah Walk' sold for 3470654
house 8780779 '9630 Jairo Lock' sold for 21365004
house 7871046 '3574 Thompson Grove' sold for 12501680
house 8650172 '53792 Stiedemann Freeway' sold for 17704946
house 7834807 '6466 Greenfelder Mission' sold for 3547962
house 9649129 '03928 Dicki Key' sold for 18086846
house 8005980 '654 Nola Knolls' sold for 28409943
house 9023939 '445 Agnes Extensions' sold for 15347160
house 9560346 '003 Greenholt Keys' sold for 21883486
house 8104626 '225 Lyric Fords' sold for 26338908
house 8719265 '7600 Jaskolski Port' sold for 12489979
house 7805830 '2778 Tabitha Ridges' sold for 29412186
house 9392320 '379 Gottlieb Dam' sold for 19120746
house 9581978 '8325 Charley Spring' sold for 20098504
house 9415081 '7402 Timothy Stream' sold for 10755718
house 7788172 '36271 Omari Throughway' sold for 14185663
house 8786752 '7873 McLaughlin Bypass' sold for 15525070
house 9371355 '597 Kautzer Spurs' sold for 4857466
house 9497994 '7360 Welch Islands' sold for 7167761
house 9131399 '43666 Prudence Points' sold for 25783311
house 7428108 '173 Erdman Fields' sold for 27517340
house 9101565 '63896 McGlynn Springs' sold for 16675312
house 9639379 '74471 Fatima Mews' sold for 6414065
house 9958855 '815 Denesik Knolls' sold for 19082740
house 9210119 '306 Dee Brook' sold for 24950815
house 9209085 '7244 Faustino Glen' sold for 8429514
house 9111184 '015 Petra Union' sold for 13672158
house 9261214 '142 Walker Alley' sold for 2824933
house 8005075 '168 Sadie Ford' sold for 24732514
house 8209354 '0939 Jaskolski Curve' sold for 18308635
house 7444086 '2923 Noe Parkways' sold for 27817251
house 8654855 '88802 Kihn Villages' sold for 2738143
house 8741513 '6771 Lela Cliff' sold for 19078037
house 9813603 '440 Elna Ford' sold for 15499781
house 9887218 '972 Justice Loop' sold for 1333209
house 7778739 '086 Paris Junction' sold for 17405926
house 9320873 '0036 Reyes Plains' sold for 24236151
house 8694146 '241 Braun Pass' sold for 5856394
house 8079704 '1100 Schultz Stravenue' sold for 24040366
house 9898571 '9143 Damaris Lane' sold for 2765229
house 8639522 '8419 Rolfson Passage' sold for 15239166
house 8053703 '500 Cremin Port' sold for 27868145
house 9450174 '14327 Dickens Trail' sold for 6679766
house 8838054 '1128 McKenzie Loop' sold for 11596839
house 8740344 '542 Lisette Motorway' sold for 26814853
house 8034735 '976 Hand Island' sold for 1534358
house 8234688 '899 Beer Walks' sold for 25664388
house 8461239 '45021 Maverick Highway' sold for 27800222
house 7447092 '538 Frankie Divide' sold for 28536261
house 8930128 '3131 Monique Vista' sold for 3281457
house 8973939 '60286 Kovacek Forest' sold for 5219675
house 7765356 '39275 Ritchie Dale' sold for 17508810
house 8220854 '9532 Beryl Lane' sold for 17203383
house 7546653 '26723 Cary Land' sold for 25042712
house 8687137 '0401 Hunter Light' sold for 2301108
house 7854965 '49767 Josie Orchard' sold for 5372429
house 8744882 '89626 Hansen Plaza' sold for 20039466
house 8604353 '9864 Hansen Rapids' sold for 20639254
house 7687797 '42942 Beau Fort' sold for 12563347
house 8890317 '759 Sanford Mill' sold for 15489127
house 9266452 '77678 Carissa Forest' sold for 19670956
house 8492882 '177 Emard Rapid' sold for 20393129
house 9697068 '613 Sanford Inlet' sold for 10492981
house 9196066 '66904 Alene Ramp' sold for 3242344
house 7919564 '13647 Van Circle' sold for 4145257
house 9959480 '325 Leffler Center' sold for 7402009
house 7713008 '67679 Keagan Street' sold for 19629599
house 8000469 '206 Cedrick Locks' sold for 16655713
house 8020437 '93988 Will Rapid' sold for 1865302
house 7894984 '1210 Dach Trail' sold for 17948199
house 8098019 '21682 Kassulke Flats' sold for 24163017
house 8619092 '2843 Letitia Streets' sold for 4431684
house 8912122 '385 Cummerata Glen' sold for 5973445
house 9525796 '876 Cronin Circles' sold for 1074018
house 7546414 '32225 Hintz Junction' sold for 2820982
house 7844513 '63389 Herman Field' sold for 5881816
house 7906066 '4145 Stokes Pike' sold for 25109762
house 7943865 '518 Hollis Forge' sold for 7017657
house 7683087 '06366 Fisher Freeway' sold for 10195389
house 7746598 '8400 Ara Alley' sold for 21692290
house 8589327 '9780 Tamara Avenue' sold for 25522901
house 8263999 '569 Dach Vista' sold for 17929144
house 7828143 '847 Towne Spurs' sold for 12130538
house 9039753 '73019 Ike Stream' sold for 4494076
house 8514832 '31991 Humberto Parks' sold for 552063
house 8461471 '577 Donnelly Passage' sold for 27408385
house 9991680 '7440 Isobel Path' sold for 2661021
house 7575040 '919 Rice Curve' sold for 13353171
house 7779128 '81817 Metz Valleys' sold for 11348836
house 8916320 '94682 Murphy Spurs' sold for 25792186
house 9978006 '230 Lilyan Mews' sold for 14493720
house 9505365 '758 Hermann Court' sold for 4338408
house 9261724 '1761 Evelyn Field' sold for 22151965
house 8874680 '407 Kuhic Glens' sold for 29597298
house 7825927 '37037 Ebert Shores' sold for 3416352
